reduced_formula,mbid,test_fold,y,global_formula_spread_eV,formula_fold_size,global_fixed_bound_ae,fold_conditioned_bound_ae,pred_L1,pred_L2,pred_L3
SnH4,mb-mp-gap-019359,4,0.0,5.5238,2,0.0,0.0,5.270642280578613,3.7030115127563477,0.04108364135026932
C,mb-mp-gap-065167,0,0.0,4.5686,5,0.1441499999999999,0.0945999999999998,1.581533670425415,1.4324138164520264,0.01648537814617157
C,mb-mp-gap-041898,0,0.010999999999999677,4.5686,5,0.1331500000000002,0.08360000000000012,1.581533670425415,0.0,0.016489259898662567
C,mb-mp-gap-063703,0,0.0945999999999998,4.5686,5,0.049550000000000094,0.0,1.581533670425415,0.8036339282989502,0.016486309468746185
C,mb-mp-gap-066199,0,0.26139999999999997,4.5686,5,0.11725000000000008,0.16680000000000017,1.581533670425415,0.04610864818096161,0.016486532986164093
C,mb-mp-gap-001055,0,4.399799999999999,4.5686,5,4.255649999999999,4.305199999999999,1.581533670425415,4.485182285308838,4.440268039703369
C,mb-mp-gap-061953,1,0.0,4.5686,6,0.1441499999999999,0.63035,1.4661489725112915,0.8884952664375305,0.01707286387681961
C,mb-mp-gap-040852,1,0.014800000000000035,4.5686,6,0.12934999999999985,0.6155499999999999,1.4661489725112915,0.43891769647598267,0.0077912285923957825
C,mb-mp-gap-002540,1,0.033899999999999986,4.5686,6,0.1102499999999999,0.5964499999999999,1.4661489725112915,0.0,0.015453822910785675
C,mb-mp-gap-065880,1,1.2268,4.5686,6,1.0826500000000001,0.5964499999999999,1.4661489725112915,1.4455697536468506,0.016979403793811798
C,mb-mp-gap-001057,1,4.3668,4.5686,6,4.22265,3.7364499999999996,1.4661489725112915,4.363230228424072,4.392678737640381
C,mb-mp-gap-001054,1,4.5214,4.5686,6,4.37725,3.89105,1.4661489725112915,4.281276226043701,4.412636756896973
C,mb-mp-gap-068746,2,0.0,4.5686,4,0.1441499999999999,0.09689999999999988,1.7714273929595947,0.6656305193901062,0.01771160215139389
C,mb-mp-gap-063229,2,9.999999999976694e-05,4.5686,4,0.14405000000000012,0.09680000000000011,1.7714273929595947,0.5677506923675537,0.017704211175441742
C,mb-mp-gap-064201,2,0.19369999999999998,4.5686,4,0.049550000000000094,0.09680000000000011,1.7714273929595947,0.7290545105934143,0.01770787686109543
C,mb-mp-gap-001039,2,4.5686,4.5686,4,4.42445,4.4717,1.7714273929595947,4.220374584197998,4.414356231689453
C,mb-mp-gap-065199,3,9.999999999998899e-05,4.5686,3,0.1440499999999999,2.0774,1.2605974674224854,0.22005918622016907,0.014572009444236755
C,mb-mp-gap-104324,3,2.0774999999999997,4.5686,3,1.93335,0.0,1.2605974674224854,0.6786428689956665,0.022564299404621124
C,mb-mp-gap-002093,3,4.1128,4.5686,3,3.9686500000000002,2.0353000000000003,1.2605974674224854,4.00477933883667,4.473938941955566
C,mb-mp-gap-064924,4,0.0010999999999998789,4.5686,2,0.14305,0.26175000000000026,1.4719719886779785,0.1267317831516266,0.0
C,mb-mp-gap-055996,4,0.5246000000000004,4.5686,2,0.3804500000000005,0.26175000000000026,1.4719719886779785,0.42545175552368164,0.0
Ca9Mn(PO4)7,mb-mp-gap-104781,1,0.0,4.5619,1,2.28095,0.0,3.680713415145874,3.4022786617279053,1.6184287071228027
Ca9Mn(PO4)7,mb-mp-gap-052457,2,4.5619,4.5619,1,2.28095,0.0,1.5235942602157593,1.8684254884719849,0.0
K2FeH4(SO5)2,mb-mp-gap-010821,2,0.0,4.3219,1,4.2547,0.0,3.9320812225341797,3.455364227294922,1.4557913541793823
K2FeH4(SO5)2,mb-mp-gap-061992,3,4.3219,4.3219,1,0.06720000000000059,0.0,2.681206464767456,3.472450017929077,4.116577625274658
K2FeH4(SO5)2,mb-mp-gap-066030,4,4.2547,4.3219,1,0.0,0.0,3.8915274143218994,3.8945958614349365,4.194275856018066
LiFeF4,mb-mp-gap-022111,0,2.7728,4.311100000000001,10,0.6113999999999997,0.65455,3.457606077194214,3.249612331390381,3.679703712463379
LiFeF4,mb-mp-gap-055137,0,3.1399,4.311100000000001,10,0.24429999999999996,0.2874500000000002,3.457606077194214,3.3165931701660156,3.0767576694488525
LiFeF4,mb-mp-gap-010123,0,3.1962,4.311100000000001,10,0.18799999999999972,0.23114999999999997,3.457606077194214,3.9513399600982666,3.5813446044921875
LiFeF4,mb-mp-gap-018461,0,3.2814,4.311100000000001,10,0.10279999999999978,0.14595000000000002,3.457606077194214,3.17826247215271,3.192601203918457
LiFeF4,mb-mp-gap-016116,0,3.3661000000000003,4.311100000000001,10,0.01809999999999956,0.061249999999999805,3.457606077194214,3.830287218093872,3.5282671451568604
LiFeF4,mb-mp-gap-015121,0,3.4886,4.311100000000001,10,0.10440000000000005,0.061249999999999805,3.457606077194214,3.2711212635040283,3.664144515991211
LiFeF4,mb-mp-gap-010130,0,3.5555,4.311100000000001,10,0.1713,0.12814999999999976,3.457606077194214,3.2377748489379883,3.474783420562744
LiFeF4,mb-mp-gap-057153,0,3.5689,4.311100000000001,10,0.1847000000000003,0.14155000000000006,3.457606077194214,2.8939712047576904,3.385366678237915
LiFeF4,mb-mp-gap-008139,0,4.077500000000001,4.311100000000001,10,0.6933000000000007,0.6501500000000004,3.457606077194214,3.31581449508667,3.844487428665161
LiFeF4,mb-mp-gap-012133,0,4.1162,4.311100000000001,10,0.7320000000000002,0.68885,3.457606077194214,3.190915584564209,3.9408671855926514
LiFeF4,mb-mp-gap-008151,1,0.0,4.311100000000001,9,3.3842,3.1167000000000002,3.4980039596557617,3.077146291732788,3.6946277618408203
LiFeF4,mb-mp-gap-062150,1,3.0524,4.311100000000001,9,0.3317999999999999,0.06430000000000025,3.4980039596557617,3.0798869132995605,3.4329683780670166
LiFeF4,mb-mp-gap-031144,1,3.0836,4.311100000000001,9,0.30059999999999976,0.03310000000000013,3.4980039596557617,2.93558406829834,2.982041597366333
LiFeF4,mb-mp-gap-055139,1,3.1029999999999998,4.311100000000001,9,0.2812000000000001,0.01370000000000049,3.4980039596557617,3.1416523456573486,3.443091869354248
LiFeF4,mb-mp-gap-028134,1,3.1167000000000002,4.311100000000001,9,0.2674999999999996,0.0,3.4980039596557617,2.9231812953948975,3.320348024368286
LiFeF4,mb-mp-gap-060326,1,3.2746,4.311100000000001,9,0.10959999999999992,0.1578999999999997,3.4980039596557617,3.5236690044403076,3.332406759262085
LiFeF4,mb-mp-gap-022110,1,3.3818,4.311100000000001,9,0.0023999999999997357,0.2650999999999999,3.4980039596557617,3.37408709526062,3.3167574405670166
LiFeF4,mb-mp-gap-014106,1,3.6098,4.311100000000001,9,0.22560000000000002,0.49309999999999965,3.4980039596557617,3.570462942123413,3.832916259765625
LiFeF4,mb-mp-gap-050353,1,3.6144000000000003,4.311100000000001,9,0.2302000000000004,0.49770000000000003,3.4980039596557617,3.005258083343506,3.5808990001678467
LiFeF4,mb-mp-gap-024125,2,3.1241,4.311100000000001,11,0.2601,0.4946999999999999,3.3205206394195557,3.271838426589966,3.4204323291778564
LiFeF4,mb-mp-gap-043143,2,3.1787,4.311100000000001,11,0.2054999999999998,0.4400999999999997,3.3205206394195557,2.4762532711029053,3.4235422611236572
LiFeF4,mb-mp-gap-067100,2,3.2363999999999997,4.311100000000001,11,0.14780000000000015,0.3824000000000001,3.3205206394195557,3.2985174655914307,3.288515329360962
LiFeF4,mb-mp-gap-015116,2,3.3558,4.311100000000001,11,0.02839999999999998,0.2629999999999999,3.3205206394195557,2.8292758464813232,3.1768441200256348
LiFeF4,mb-mp-gap-061150,2,3.4418,4.311100000000001,11,0.05760000000000032,0.1769999999999996,3.3205206394195557,3.0483901500701904,3.286153554916382
LiFeF4,mb-mp-gap-065098,2,3.6188,4.311100000000001,11,0.23459999999999992,0.0,3.3205206394195557,3.2369213104248047,3.526472330093384
LiFeF4,mb-mp-gap-015102,2,3.6927000000000003,4.311100000000001,11,0.30850000000000044,0.07390000000000052,3.3205206394195557,3.40163516998291,3.6780097484588623
LiFeF4,mb-mp-gap-041122,2,3.6935000000000002,4.311100000000001,11,0.30930000000000035,0.07470000000000043,3.3205206394195557,3.1429200172424316,3.378962755203247
LiFeF4,mb-mp-gap-024155,2,3.9826,4.311100000000001,11,0.5984000000000003,0.36380000000000035,3.3205206394195557,3.8499011993408203,3.920248031616211
LiFeF4,mb-mp-gap-008145,2,4.2363,4.311100000000001,11,0.8521000000000001,0.6175000000000002,3.3205206394195557,3.38265323638916,3.970499277114868
LiFeF4,mb-mp-gap-009135,2,4.311100000000001,4.311100000000001,11,0.9269000000000007,0.6923000000000008,3.3205206394195557,3.5495643615722656,4.06857967376709
LiFeF4,mb-mp-gap-019099,3,2.8958000000000004,4.311100000000001,10,0.4883999999999995,0.3827499999999997,3.387820243835449,3.13736629486084,2.8794121742248535
LiFeF4,mb-mp-gap-022114,3,2.9978,4.311100000000001,10,0.3864000000000001,0.2807500000000003,3.387820243835449,2.784177780151367,3.1884167194366455
LiFeF4,mb-mp-gap-019105,3,3.0296,4.311100000000001,10,0.3546,0.24895000000000023,3.387820243835449,2.9319920539855957,3.1619791984558105
LiFeF4,mb-mp-gap-056151,3,3.1302,4.311100000000001,10,0.254,0.1483500000000002,3.387820243835449,3.059901714324951,3.339362859725952
LiFeF4,mb-mp-gap-027149,3,3.2287000000000003,4.311100000000001,10,0.15549999999999953,0.04984999999999973,3.387820243835449,3.37326717376709,3.120980739593506
LiFeF4,mb-mp-gap-020108,3,3.3284,4.311100000000001,10,0.05580000000000007,0.04984999999999973,3.387820243835449,3.0158088207244873,3.2604687213897705
LiFeF4,mb-mp-gap-021126,3,3.3866,4.311100000000001,10,0.0024000000000001798,0.10804999999999998,3.387820243835449,3.0969483852386475,3.223320722579956
LiFeF4,mb-mp-gap-030159,3,3.6467,4.311100000000001,10,0.2625000000000002,0.36815,3.387820243835449,3.1616291999816895,3.5513386726379395
LiFeF4,mb-mp-gap-029155,3,3.8649,4.311100000000001,10,0.4807000000000001,0.5863499999999999,3.387820243835449,3.829578399658203,3.709240436553955
LiFeF4,mb-mp-gap-010128,3,3.9064,4.311100000000001,10,0.5222000000000002,0.62785,3.387820243835449,3.5695760250091553,3.927915573120117
LiFeF4,mb-mp-gap-033139,4,3.226,4.311100000000001,6,0.1581999999999999,0.4466999999999999,3.3519718647003174,3.059817314147949,2.864400625228882
LiFeF4,mb-mp-gap-025120,4,3.4054,4.311100000000001,6,0.02120000000000033,0.26729999999999965,3.3519718647003174,3.331465005874634,3.435587167739868
LiFeF4,mb-mp-gap-021121,4,3.5553,4.311100000000001,6,0.17110000000000003,0.11739999999999995,3.3519718647003174,3.4962804317474365,3.2013614177703857
LiFeF4,mb-mp-gap-063089,4,3.7901,4.311100000000001,6,0.4058999999999999,0.11739999999999995,3.3519718647003174,3.3390161991119385,3.7248947620391846
LiFeF4,mb-mp-gap-020178,4,4.0037,4.311100000000001,6,0.6195000000000004,0.3310000000000004,3.3519718647003174,3.4636192321777344,3.7991034984588623
LiFeF4,mb-mp-gap-008147,4,4.0954,4.311100000000001,6,0.7111999999999998,0.42269999999999985,3.3519718647003174,3.469512939453125,3.736455202102661
K2HfF6,mb-mp-gap-089750,0,6.4672,4.162100000000001,1,0.2965,0.0,5.917539596557617,5.351125717163086,6.709566593170166
K2HfF6,mb-mp-gap-064156,2,6.7637,4.162100000000001,3,0.0,0.07089999999999996,5.015421390533447,5.211357116699219,6.553003787994385
K2HfF6,mb-mp-gap-025173,2,6.8346,4.162100000000001,3,0.07089999999999996,0.0,5.015421390533447,5.535619258880615,6.414032459259033
K2HfF6,mb-mp-gap-038176,2,6.897600000000001,4.162100000000001,3,0.13390000000000057,0.06300000000000061,5.015421390533447,5.329653263092041,6.893506050109863
K2HfF6,mb-mp-gap-002109,4,2.7355,4.162100000000001,1,4.0282,0.0,6.643344402313232,4.90956449508667,5.264770984649658
LiNiPO4,mb-mp-gap-009923,0,2.8542,3.9578999999999995,9,0.48460000000000036,0.48460000000000036,3.2076244354248047,3.0554263591766357,3.090177536010742
LiNiPO4,mb-mp-gap-013948,0,2.9667,3.9578999999999995,9,0.37210000000000054,0.37210000000000054,3.2076244354248047,2.3759818077087402,3.1659207344055176
LiNiPO4,mb-mp-gap-018895,0,3.1501,3.9578999999999995,9,0.1887000000000003,0.1887000000000003,3.2076244354248047,2.8747200965881348,3.369926929473877
LiNiPO4,mb-mp-gap-018871,0,3.1651,3.9578999999999995,9,0.17370000000000063,0.17370000000000063,3.2076244354248047,3.039161205291748,2.8624916076660156
LiNiPO4,mb-mp-gap-022003,0,3.3388000000000004,3.9578999999999995,9,0.0,0.0,3.2076244354248047,2.7887043952941895,3.1451215744018555
LiNiPO4,mb-mp-gap-038004,0,3.3735,3.9578999999999995,9,0.03469999999999951,0.03469999999999951,3.2076244354248047,3.552917003631592,3.379626512527466
LiNiPO4,mb-mp-gap-012847,0,3.4608,3.9578999999999995,9,0.12199999999999944,0.12199999999999944,3.2076244354248047,2.8487954139709473,3.287480354309082
LiNiPO4,mb-mp-gap-029769,0,3.5102999999999995,3.9578999999999995,9,0.1714999999999991,0.1714999999999991,3.2076244354248047,2.3767244815826416,3.272757053375244
LiNiPO4,mb-mp-gap-009920,0,3.5683000000000002,3.9578999999999995,9,0.22949999999999982,0.22949999999999982,3.2076244354248047,3.38077712059021,3.3617780208587646
LiNiPO4,mb-mp-gap-013876,1,0.0,3.9578999999999995,10,3.3388000000000004,3.1290000000000004,3.3026673793792725,3.6406586170196533,3.0874404907226562
LiNiPO4,mb-mp-gap-008072,1,2.9376,3.9578999999999995,10,0.4012000000000002,0.19140000000000024,3.3026673793792725,3.606029510498047,3.0798401832580566
LiNiPO4,mb-mp-gap-010000,1,3.0271,3.9578999999999995,10,0.31170000000000053,0.10190000000000055,3.3026673793792725,3.2395174503326416,3.195327043533325
LiNiPO4,mb-mp-gap-008021,1,3.0820999999999996,3.9578999999999995,10,0.2567000000000008,0.04690000000000083,3.3026673793792725,3.389265537261963,3.295549154281616
LiNiPO4,mb-mp-gap-017006,1,3.1167000000000007,3.9578999999999995,10,0.22209999999999974,0.012299999999999756,3.3026673793792725,3.047069787979126,3.430844783782959
LiNiPO4,mb-mp-gap-018892,1,3.1413,3.9578999999999995,10,0.19750000000000023,0.012299999999999756,3.3026673793792725,3.314331293106079,3.1710047721862793
LiNiPO4,mb-mp-gap-011878,1,3.1894,3.9578999999999995,10,0.14940000000000042,0.060399999999999565,3.3026673793792725,3.266697406768799,3.0513482093811035
LiNiPO4,mb-mp-gap-038820,1,3.2077,3.9578999999999995,10,0.13110000000000044,0.07869999999999955,3.3026673793792725,2.934377670288086,3.3206303119659424
LiNiPO4,mb-mp-gap-018953,1,3.3826,3.9578999999999995,10,0.04379999999999962,0.2535999999999996,3.3026673793792725,3.408543348312378,2.8886733055114746
LiNiPO4,mb-mp-gap-069049,1,3.9529,3.9578999999999995,10,0.6140999999999996,0.8238999999999996,3.3026673793792725,2.781262159347534,3.925293445587158
LiNiPO4,mb-mp-gap-017192,2,2.5716,3.9578999999999995,13,0.7672000000000003,0.7421999999999995,3.2583205699920654,3.242985963821411,3.0726258754730225
LiNiPO4,mb-mp-gap-009926,2,2.7521000000000004,3.9578999999999995,13,0.5867,0.5616999999999992,3.2583205699920654,3.089616537094116,3.1031713485717773
LiNiPO4,mb-mp-gap-012839,2,2.8639,3.9578999999999995,13,0.4749000000000003,0.4498999999999995,3.2583205699920654,3.3124196529388428,1.281950831413269
LiNiPO4,mb-mp-gap-024906,2,3.1173,3.9578999999999995,13,0.22150000000000025,0.19649999999999945,3.2583205699920654,2.984250545501709,2.9802663326263428
LiNiPO4,mb-mp-gap-020880,2,3.1685000000000003,3.9578999999999995,13,0.17030000000000012,0.14529999999999932,3.2583205699920654,3.2615134716033936,3.3483102321624756
LiNiPO4,mb-mp-gap-024964,2,3.2171999999999996,3.9578999999999995,13,0.12160000000000082,0.09660000000000002,3.2583205699920654,2.981151819229126,2.931716203689575
LiNiPO4,mb-mp-gap-019988,2,3.3137999999999996,3.9578999999999995,13,0.0250000000000008,0.0,3.2583205699920654,3.2804555892944336,3.3628909587860107
LiNiPO4,mb-mp-gap-057809,2,3.409,3.9578999999999995,13,0.07019999999999937,0.09520000000000017,3.2583205699920654,3.2967820167541504,3.420287847518921
LiNiPO4,mb-mp-gap-036973,2,3.4387,3.9578999999999995,13,0.09989999999999943,0.12490000000000023,3.2583205699920654,3.39520001411438,3.4416513442993164
LiNiPO4,mb-mp-gap-013963,2,3.4437000000000006,3.9578999999999995,13,0.10490000000000022,0.12990000000000101,3.2583205699920654,3.1826212406158447,3.4288382530212402
LiNiPO4,mb-mp-gap-035776,2,3.4526999999999997,3.9578999999999995,13,0.11389999999999922,0.13890000000000002,3.2583205699920654,3.3102924823760986,3.3620975017547607
LiNiPO4,mb-mp-gap-016988,2,3.4791,3.9578999999999995,13,0.14029999999999943,0.16530000000000022,3.2583205699920654,3.3772735595703125,3.460552930831909
LiNiPO4,mb-mp-gap-044163,2,3.5718000000000005,3.9578999999999995,13,0.2330000000000001,0.2580000000000009,3.2583205699920654,3.4919371604919434,3.585571527481079
LiNiPO4,mb-mp-gap-022183,3,2.9905,3.9578999999999995,15,0.3483000000000005,0.4005000000000001,3.2191576957702637,2.971323251724243,3.2762398719787598
LiNiPO4,mb-mp-gap-008968,3,3.1384999999999996,3.9578999999999995,15,0.2003000000000008,0.2525000000000004,3.2191576957702637,3.1928417682647705,3.412170171737671
LiNiPO4,mb-mp-gap-025948,3,3.1407,3.9578999999999995,15,0.1981000000000006,0.2503000000000002,3.2191576957702637,3.1217756271362305,2.558746576309204
LiNiPO4,mb-mp-gap-031946,3,3.2464000000000004,3.9578999999999995,15,0.09240000000000004,0.14459999999999962,3.2191576957702637,2.497220516204834,2.4300780296325684
LiNiPO4,mb-mp-gap-025063,3,3.3278000000000003,3.9578999999999995,15,0.01100000000000012,0.0631999999999997,3.2191576957702637,2.8819878101348877,3.427755117416382
LiNiPO4,mb-mp-gap-020882,3,3.3519,3.9578999999999995,15,0.013099999999999667,0.03909999999999991,3.2191576957702637,3.4396188259124756,3.1881484985351562
LiNiPO4,mb-mp-gap-023917,3,3.3739000000000003,3.9578999999999995,15,0.03509999999999991,0.01709999999999967,3.2191576957702637,3.197894811630249,3.3274121284484863
LiNiPO4,mb-mp-gap-008969,3,3.391,3.9578999999999995,15,0.05219999999999958,0.0,3.2191576957702637,3.10501766204834,3.4278860092163086
LiNiPO4,mb-mp-gap-039817,3,3.4096999999999995,3.9578999999999995,15,0.07089999999999907,0.018699999999999495,3.2191576957702637,3.4138927459716797,3.437091827392578
LiNiPO4,mb-mp-gap-038819,3,3.4881,3.9578999999999995,15,0.14929999999999977,0.09710000000000019,3.2191576957702637,3.2589097023010254,3.421250581741333
LiNiPO4,mb-mp-gap-012932,3,3.4939,3.9578999999999995,15,0.15509999999999957,0.10289999999999999,3.2191576957702637,3.189995050430298,3.236712694168091
LiNiPO4,mb-mp-gap-038005,3,3.5117999999999996,3.9578999999999995,15,0.17299999999999915,0.12079999999999957,3.2191576957702637,3.4296860694885254,3.458159923553467
LiNiPO4,mb-mp-gap-047036,3,3.6481000000000003,3.9578999999999995,15,0.3092999999999999,0.25710000000000033,3.2191576957702637,3.1491329669952393,3.3762412071228027
LiNiPO4,mb-mp-gap-027031,3,3.6784,3.9578999999999995,15,0.33959999999999946,0.2873999999999999,3.2191576957702637,3.3556642532348633,3.7057619094848633
LiNiPO4,mb-mp-gap-014091,3,3.6873,3.9578999999999995,15,0.3484999999999996,0.2963,3.2191576957702637,3.2856874465942383,3.2060799598693848
LiNiPO4,mb-mp-gap-008967,4,2.5709,3.9578999999999995,14,0.7679000000000005,0.8086000000000002,3.1940338611602783,3.2361409664154053,3.1363933086395264
LiNiPO4,mb-mp-gap-009924,4,3.0582,3.9578999999999995,14,0.2806000000000006,0.32130000000000036,3.1940338611602783,3.2338335514068604,3.0256285667419434
LiNiPO4,mb-mp-gap-013961,4,3.2155,3.9578999999999995,14,0.12330000000000041,0.16400000000000015,3.1940338611602783,2.870767593383789,2.995267391204834
LiNiPO4,mb-mp-gap-026001,4,3.2237,3.9578999999999995,14,0.11510000000000042,0.15580000000000016,3.1940338611602783,3.6186070442199707,3.165855646133423
LiNiPO4,mb-mp-gap-020200,4,3.2718,3.9578999999999995,14,0.06700000000000061,0.10770000000000035,3.1940338611602783,3.296395778656006,3.463014602661133
LiNiPO4,mb-mp-gap-020868,4,3.3324,3.9578999999999995,14,0.006400000000000627,0.047100000000000364,3.1940338611602783,2.503692626953125,2.9656789302825928
LiNiPO4,mb-mp-gap-021019,4,3.3747,3.9578999999999995,14,0.03589999999999938,0.0048000000000003595,3.1940338611602783,2.6103038787841797,2.931584119796753
LiNiPO4,mb-mp-gap-058158,4,3.3843000000000005,3.9578999999999995,14,0.045500000000000096,0.0048000000000003595,3.1940338611602783,3.416238784790039,3.4253885746002197
LiNiPO4,mb-mp-gap-038948,4,3.4732000000000003,3.9578999999999995,14,0.13439999999999985,0.09370000000000012,3.1940338611602783,3.192235231399536,3.4641973972320557
LiNiPO4,mb-mp-gap-009919,4,3.4977,3.9578999999999995,14,0.1588999999999996,0.11819999999999986,3.1940338611602783,3.4034202098846436,3.2957706451416016
LiNiPO4,mb-mp-gap-020006,4,3.5025999999999997,3.9578999999999995,14,0.16379999999999928,0.12309999999999954,3.1940338611602783,3.27361798286438,3.4156877994537354
LiNiPO4,mb-mp-gap-017918,4,3.5079000000000002,3.9578999999999995,14,0.1690999999999998,0.12840000000000007,3.1940338611602783,2.775463342666626,3.7121212482452393
LiNiPO4,mb-mp-gap-032931,4,3.6709000000000005,3.9578999999999995,14,0.33210000000000006,0.2914000000000003,3.1940338611602783,3.474222183227539,3.334350109100342
LiNiPO4,mb-mp-gap-098245,4,3.9578999999999995,3.9578999999999995,14,0.6190999999999991,0.5783999999999994,3.1940338611602783,3.446136713027954,3.8897764682769775
LiFePO4,mb-mp-gap-057942,0,2.4496,3.9223999999999997,15,1.0336499999999997,1.0636999999999994,3.3881611824035645,3.300386905670166,3.512277126312256
LiFePO4,mb-mp-gap-014831,0,3.1569999999999996,3.9223999999999997,15,0.3262500000000004,0.35630000000000006,3.3881611824035645,2.753206729888916,3.4501914978027344
LiFePO4,mb-mp-gap-008975,0,3.2958999999999996,3.9223999999999997,15,0.18735000000000035,0.21740000000000004,3.3881611824035645,3.190483331680298,3.4837889671325684
LiFePO4,mb-mp-gap-022892,0,3.3005,3.9223999999999997,15,0.18274999999999997,0.21279999999999966,3.3881611824035645,3.0703465938568115,3.3970324993133545
LiFePO4,mb-mp-gap-021983,0,3.3829,3.9223999999999997,15,0.10035000000000016,0.13039999999999985,3.3881611824035645,3.2253434658050537,3.227397918701172
LiFePO4,mb-mp-gap-013966,0,3.4326999999999996,3.9223999999999997,15,0.05055000000000032,0.0806,3.3881611824035645,3.2918813228607178,3.250786304473877
