feature,group,fold_0,fold_1,fold_2,fold_3,fold_4,mean,std,rank
MagpieData maximum MeltingT,Bond strength (comp),0.048499558121,0.053286265582,0.054810598493,0.052546661347,0.054859396070,0.052800495178,0.002601828892,16
MagpieData avg_dev Column,Periodic position (comp),0.043672312051,0.048781871796,0.054460555315,0.050437137485,0.050955440849,0.049661464989,0.003935446031,17
MagpieData avg_dev Electronegativity,Ionicity,0.055105987936,0.049913462251,0.049816101789,0.043632421643,0.038954783231,0.047484550625,0.006265338510,18
MagpieData range Column,Periodic position (comp),0.051127903163,0.056793592870,0.041586950421,0.037626646459,0.047725770622,0.046972174197,0.007593381684,19
MagpieData mean NValence,Valence total (comp),0.044081598520,0.046671580523,0.043359503150,0.048675596714,0.049121301621,0.046381916851,0.002611299977,20
MagpieData mean NsValence,d/p electron count (comp),0.041106842458,0.040733478963,0.054138660431,0.049001418054,0.043905917555,0.045777261257,0.005724130198,21
MagpieData avg_dev NValence,Valence total (comp),0.045443963259,0.042101494968,0.043082594872,0.039630357176,0.044216167182,0.042894914746,0.002211641520,22
MagpieData maximum MendeleevNumber,Periodic position (comp),0.045865271240,0.015035510063,0.036073390394,0.039448939264,0.053677372634,0.038020096719,0.014498444274,23
MagpieData maximum NfUnfilled,Unfilled orbitals (comp),0.033497903496,0.036371842027,0.038790557534,0.037216339260,0.041911728680,0.037557672709,0.003101702780,24
MagpieData mean SpaceGroupNumber,Periodic position (comp),0.038481865078,0.037675928324,0.035397272557,0.040788311511,0.035394467413,0.037547569722,0.002272191457,25
MagpieData maximum Number,Periodic position (comp),0.031102711335,0.035423800349,0.038080841303,0.034528173506,0.040291704237,0.035885445774,0.003505878383,26
MagpieData mean NUnfilled,Unfilled orbitals (comp),0.035371016711,0.041277982295,0.032583143562,0.033028732985,0.037000969052,0.035852368921,0.003523102961,27
MagpieData avg_dev NpUnfilled,Unfilled orbitals (comp),0.037662591785,0.041343629360,0.030700104311,0.037664186209,0.030111208558,0.035496346653,0.004888417665,28
MagpieData avg_dev NUnfilled,Unfilled orbitals (comp),0.038514278829,0.031721945852,0.035372667015,0.033198881894,0.035285696387,0.034818693995,0.002568850061,29
MagpieData avg_dev CovalentRadius,Atomic size (comp),0.031655289233,0.044544037431,0.038605272770,0.028201449662,0.028392408043,0.034279689193,0.007116179913,30
MagpieData range MeltingT,Bond strength (comp),0.032780684531,0.038344819099,0.031717922539,0.033705383539,0.033689219505,0.034047607332,0.002536932938,31
MagpieData mean NpUnfilled,Unfilled orbitals (comp),0.035696931183,0.028111452237,0.033432751894,0.034104015678,0.038543928415,0.033977814019,0.003825309919,32
MagpieData maximum NUnfilled,Unfilled orbitals (comp),0.033577881753,0.031048106030,0.035956647247,0.031381059438,0.031006103382,0.032593958080,0.002159736585,33
MagpieData avg_dev NdValence,d/p electron count (comp),0.021302854642,0.050210516900,0.020072851330,0.032429844141,0.036098748446,0.032022960484,0.012301326729,34
MagpieData avg_dev NpValence,d/p electron count (comp),0.032321490347,0.030097158626,0.027920624241,0.032417085022,0.032850466669,0.031121367589,0.002085828688,35
MagpieData mean Number,Periodic position (comp),0.038606576622,0.028570817783,0.033149674535,0.027015374973,0.026569725946,0.030782435089,0.005090430379,36
MagpieData maximum GSvolume_pa,Atomic size (comp),0.030404904857,0.027756292373,0.031164240092,0.029377918690,0.032877061516,0.030316084623,0.001918238238,37
MagpieData avg_dev SpaceGroupNumber,Periodic position (comp),0.027760507539,0.030761955306,0.033037833869,0.030657749623,0.029004340991,0.030244475231,0.001996838953,38
MagpieData avg_dev GSvolume_pa,Atomic size (comp),0.027496008202,0.026166088879,0.025924168527,0.028680803254,0.030160056427,0.027685424313,0.001772065414,39
MagpieData mean AtomicWeight,Atomic size (comp),0.035324901342,0.030315216631,0.021633278579,0.029342276976,0.021679224446,0.027658980340,0.005931315012,40
MagpieData range Electronegativity,Ionicity,0.022374661639,0.024161577225,0.027670256793,0.024069663137,0.031397148967,0.025934660807,0.003610633779,41
MagpieData maximum GSmagmom,Magnetic moment (comp),0.024738915265,0.022847628221,0.027967903763,0.026173008606,0.025720553473,0.025489602238,0.001884537051,42
MagpieData avg_dev NdUnfilled,Unfilled orbitals (comp),0.020413154736,0.030733915046,0.027891855687,0.021838746965,0.021306063980,0.024436747655,0.004591627512,43
MagpieData range CovalentRadius,Atomic size (comp),0.024640502408,0.027520745993,0.022159310058,0.023851724342,0.022882239893,0.024210903794,0.002076234901,44
MagpieData maximum Column,Periodic position (comp),0.014623972587,0.036137755960,0.029718836769,0.024668345228,0.012005653232,0.023430913687,0.010132026859,45
MagpieData range NdValence,d/p electron count (comp),0.033131267875,0.018130412325,0.018266856670,0.019113866612,0.021420633420,0.022012608126,0.006353735458,46
MagpieData maximum NdUnfilled,Unfilled orbitals (comp),0.019657170400,0.019279005006,0.018853366375,0.027015551925,0.023161906749,0.021593401209,0.003481132677,47
MagpieData minimum MeltingT,Bond strength (comp),0.023513676599,0.022172119468,0.027074771002,0.018607499078,0.013729057275,0.021019425243,0.005078977905,48
MagpieData range NValence,Valence total (comp),0.025985516608,0.016753947362,0.017021693289,0.022411882877,0.022024966776,0.020839601755,0.003925130703,49
MagpieData range AtomicWeight,Atomic size (comp),0.017591949552,0.016720592976,0.024380344898,0.020415952429,0.024785155430,0.020778799430,0.003734258004,50
MagpieData range GSmagmom,Magnetic moment (comp),0.023426666856,0.024727590382,0.014523752034,0.019780902192,0.020591726527,0.020610127598,0.003956587054,51
MagpieData avg_dev NsValence,d/p electron count (comp),0.020928004757,0.021363995969,0.017977006733,0.014508408494,0.019541835412,0.018863851205,0.002771619009,52
MagpieData avg_dev MeltingT,Bond strength (comp),0.017398333177,0.017211843282,0.018722329289,0.021394807845,0.019126901403,0.018770841882,0.001682898263,53
MagpieData range NUnfilled,Unfilled orbitals (comp),0.019820922986,0.019719108939,0.017672199756,0.018208101392,0.017457619309,0.018575590104,0.001124667702,54
MagpieData mean NdUnfilled,Unfilled orbitals (comp),0.022163469344,0.014184701256,0.019653208554,0.016315585002,0.020314142108,0.018526222557,0.003218386322,55
MagpieData maximum CovalentRadius,Atomic size (comp),0.019277468324,0.017435993999,0.017670297995,0.018675135449,0.018466666341,0.018305111676,0.000752802938,56
MagpieData minimum Number,Periodic position (comp),0.016647417098,0.021714905277,0.018449159339,0.017801068723,0.015476159751,0.018017742783,0.002357939491,57
MagpieData avg_dev MendeleevNumber,Periodic position (comp),0.017840094864,0.017698533833,0.018956515938,0.017592350021,0.017228910699,0.017863281071,0.000651665381,58
MagpieData mean GSmagmom,Magnetic moment (comp),0.017197364941,0.016051165760,0.014044261537,0.013678352349,0.025246012956,0.017243431881,0.004701313563,59
MagpieData maximum AtomicWeight,Atomic size (comp),0.016527486965,0.017828913406,0.015549092554,0.022673612460,0.013200195506,0.017155859619,0.003518608864,60
MagpieData avg_dev Row,Atomic size (comp),0.013742902316,0.018690681085,0.017470605671,0.016029572114,0.017489263788,0.016684604809,0.001895540627,61
MagpieData minimum MendeleevNumber,Periodic position (comp),0.014552937821,0.017077220604,0.021048862487,0.014597147703,0.014695901424,0.016394412145,0.002812305931,62
MagpieData range MendeleevNumber,Periodic position (comp),0.013668334112,0.014236446470,0.020022112876,0.017567820847,0.014224511571,0.015943845734,0.002753127133,63
MagpieData maximum NfValence,d/p electron count (comp),0.015967544168,0.020093835890,0.011238108389,0.011338471435,0.019406970590,0.015608986840,0.004242905881,64
MagpieData avg_dev GSmagmom,Magnetic moment (comp),0.017292665318,0.014582154341,0.011549076065,0.016260769218,0.016902225092,0.015317378566,0.002347559435,65
MagpieData range NfUnfilled,Unfilled orbitals (comp),0.016375465319,0.016174819320,0.016245095059,0.012012948282,0.013624967076,0.014886659570,0.001973026199,66
MagpieData avg_dev Number,Periodic position (comp),0.013810125180,0.012196061201,0.014321734197,0.015786269680,0.017056107521,0.014634059742,0.001865084167,67
MagpieData mean NsUnfilled,Unfilled orbitals (comp),0.012752241455,0.011551273055,0.014609963633,0.018508652225,0.014747880399,0.014434002340,0.002639635466,68
MagpieData maximum NpUnfilled,Unfilled orbitals (comp),0.012706808746,0.015421359800,0.016566183418,0.012442063540,0.014525260776,0.014332336374,0.001762720640,69
MagpieData range GSvolume_pa,Atomic size (comp),0.012463706546,0.016011262313,0.014867126010,0.013851081021,0.013600728475,0.014158780687,0.001342834556,70
MagpieData range Number,Periodic position (comp),0.016915893182,0.013645735569,0.011302683502,0.015257703140,0.013570617884,0.014138525352,0.002096049255,71
MagpieData minimum NsValence,d/p electron count (comp),0.021516922861,0.010741553269,0.014738685451,0.012501264922,0.010124682449,0.013924622908,0.004607145209,72
MagpieData range GSbandgap,Band-gap prior (comp),0.008752590045,0.013111904263,0.016252528876,0.014858351089,0.014073807746,0.013409835286,0.002845991170,73
MagpieData range NfValence,d/p electron count (comp),0.013176440261,0.009271857329,0.014469536021,0.009871081449,0.015878425911,0.012533468194,0.002875627019,74
MagpieData minimum Electronegativity,Ionicity,0.013345052488,0.014996795915,0.010829113424,0.010147932917,0.012649822049,0.012393743731,0.001951805549,75
MagpieData range NsValence,d/p electron count (comp),0.011211845092,0.013648510911,0.010424681008,0.010038740933,0.014060193673,0.011876794510,0.001859801356,76
MagpieData avg_dev AtomicWeight,Atomic size (comp),0.014833115041,0.010953011923,0.009242277592,0.011220243759,0.012785592116,0.011806847528,0.002107510110,77
MagpieData minimum NUnfilled,Unfilled orbitals (comp),0.011253416538,0.008115595207,0.012019331567,0.014154711738,0.012942412868,0.011697093025,0.002275880193,78
MagpieData mode Electronegativity,Ionicity,0.011379540898,0.011126982048,0.011956413276,0.011956371367,0.011105438694,0.011504950002,0.000425968552,79
MagpieData minimum NValence,Valence total (comp),0.012741400860,0.010449520312,0.014913354069,0.007063885219,0.011210430413,0.011275717989,0.002907190472,80
MagpieData range SpaceGroupNumber,Periodic position (comp),0.010528050363,0.011519675143,0.012625068426,0.011120376177,0.010368136689,0.011232261546,0.000905215624,81
MagpieData maximum GSbandgap,Band-gap prior (comp),0.010057508945,0.012944324873,0.011776881292,0.009833686985,0.010702080093,0.011062895879,0.001294362359,82
MagpieData mode MendeleevNumber,Periodic position (comp),0.005326877814,0.011492378078,0.012310323305,0.012517940253,0.010279925540,0.010385489091,0.002961343853,83
MagpieData minimum GSvolume_pa,Atomic size (comp),0.008498366922,0.011462751776,0.011204525828,0.007956811227,0.011470565572,0.010118603706,0.001740134787,84
MagpieData minimum SpaceGroupNumber,Periodic position (comp),0.011715181172,0.011489576660,0.007888287306,0.007824756205,0.009614578448,0.009706476703,0.001875464572,85
MagpieData avg_dev NsUnfilled,Unfilled orbitals (comp),0.007144604810,0.008402531035,0.005955687258,0.007615278475,0.006468692329,0.007117358502,0.000957938260,86
MagpieData minimum Column,Periodic position (comp),0.009935560636,0.007394453511,0.005061871372,0.006841123570,0.005578206386,0.006962242536,0.001908472041,87
MagpieData mean NfUnfilled,Unfilled orbitals (comp),0.007178400178,0.007298107259,0.005561549682,0.008428903297,0.005098014604,0.006712994538,0.001363569521,88
MagpieData mode SpaceGroupNumber,Periodic position (comp),0.007646648213,0.005742990412,0.008109796792,0.005335478578,0.006512464955,0.006669475697,0.001192892087,89
MagpieData avg_dev NfValence,d/p electron count (comp),0.008568075486,0.005408127327,0.007471780758,0.004868045915,0.005833921023,0.006429990288,0.001540771569,90
MagpieData range NdUnfilled,Unfilled orbitals (comp),0.006998609751,0.004842253868,0.005028050859,0.004634611774,0.005924344528,0.005485573784,0.000978407101,91
MagpieData mean NfValence,d/p electron count (comp),0.004840451293,0.004205455072,0.005471230019,0.005168702453,0.005199430976,0.004977053963,0.000485905271,92
MagpieData mode CovalentRadius,Atomic size (comp),0.006839906797,0.004515433218,0.003266154556,0.005083628464,0.003141157562,0.004569256213,0.001513346448,93
MagpieData maximum SpaceGroupNumber,Periodic position (comp),0.004175594542,0.003785490757,0.004218300339,0.004702770617,0.005248814356,0.004426194355,0.000563409121,94
MagpieData range NpUnfilled,Unfilled orbitals (comp),0.002986052539,0.003795830999,0.004986638203,0.002949049929,0.006003411487,0.004144196399,0.001328290207,95
MagpieData maximum NpValence,d/p electron count (comp),0.000648702378,0.005841245875,0.002594505670,0.007522648666,0.004017993808,0.004125019070,0.002689238871,96
MagpieData avg_dev NfUnfilled,Unfilled orbitals (comp),0.002658278914,0.003158064559,0.005488997791,0.003794503631,0.004695055541,0.003958980087,0.001144891139,97
MagpieData mode GSbandgap,Band-gap prior (comp),0.002752940170,0.003323321231,0.004768444225,0.002702082973,0.002207940677,0.003150945995,0.000986807863,98
MagpieData mode GSvolume_pa,Atomic size (comp),0.002844376024,0.003093760228,0.003430848476,0.002278585685,0.002459362615,0.002821386559,0.000466865575,99
MagpieData range NpValence,d/p electron count (comp),0.002963473555,0.002014929894,0.003648724873,0.002135648159,0.002538200468,0.002660195343,0.000666252279,100
MagpieData minimum CovalentRadius,Atomic size (comp),0.002136452124,0.002507779514,0.002962586936,0.003206762252,0.002300034044,0.002622723114,0.000450113555,101
MagpieData minimum AtomicWeight,Atomic size (comp),0.003364396980,0.001977462089,0.003452141071,0.001644764445,0.002238350920,0.002535423031,0.000824683986,102
MagpieData mode Number,Periodic position (comp),0.002265682910,0.002197671449,0.001810730668,0.002325740643,0.002559404820,0.002231846098,0.000271919998,103
MagpieData mode Column,Periodic position (comp),0.001658636262,0.001804132015,0.001457012375,0.001738248393,0.002033293946,0.001738264575,0.000210252416,104
MagpieData range Row,Atomic size (comp),0.001305816812,0.001124088303,0.002619161969,0.001834601862,0.001784011256,0.001733535901,0.000581262750,105
MagpieData mode NpUnfilled,Unfilled orbitals (comp),0.002119851066,0.001417318475,0.001415073988,0.002062817104,0.001509789727,0.001704970025,0.000355337630,106
MagpieData minimum GSbandgap,Band-gap prior (comp),0.001215527998,0.003573474474,0.001361578587,0.000741201162,0.001362403040,0.001650837017,0.001104573486,107
MagpieData mode NValence,Valence total (comp),0.002057001926,0.002117066644,0.000904950604,0.001265887287,0.001303004799,0.001529582194,0.000532528502,108
MagpieData maximum NsUnfilled,Unfilled orbitals (comp),0.001227476052,0.001607703860,0.001435865299,0.001749884104,0.001084852964,0.001421156572,0.000270966004,109
MagpieData range NsUnfilled,Unfilled orbitals (comp),0.000363955711,0.000642826606,0.000735866954,0.001788172289,0.001067548525,0.000919673941,0.000546673662,110
MagpieData mode NUnfilled,Unfilled orbitals (comp),0.000491793733,0.000456948095,0.000681948441,0.001311244443,0.001196993631,0.000827785698,0.000400539167,111
MagpieData minimum NpUnfilled,Unfilled orbitals (comp),0.000696991454,0.001220651204,0.000849882897,0.000619556871,0.000500622671,0.000777541019,0.000278258405,112
MagpieData mode NpValence,d/p electron count (comp),0.000567982264,0.000676792755,0.000246779236,0.000494400447,0.000692448753,0.000535680738,0.000180762509,113
MagpieData mode AtomicWeight,Atomic size (comp),0.000584997877,0.000361966639,0.000459069677,0.000678550568,0.000442629826,0.000505442964,0.000125475752,114
MagpieData mode NsValence,d/p electron count (comp),0.000361809740,0.000121428588,0.000431590044,0.000438328105,0.000521498965,0.000374931085,0.000152600172,115
MagpieData minimum NpValence,d/p electron count (comp),0.000517099455,0.000423888792,0.000234131614,0.000179060837,0.000200610157,0.000310958188,0.000150601685,116
MagpieData mode NdValence,d/p electron count (comp),0.000236268825,0.000143268175,0.000067667417,0.000727377483,0.000153168599,0.000265550101,0.000264991482,117
MagpieData maximum Row,Atomic size (comp),0.000063361775,0.000120210963,0.000072202252,0.000207479636,0.000345406646,0.000161732256,0.000117521806,118
MagpieData minimum NdValence,d/p electron count (comp),0.000110000263,0.000038253249,0.000124945291,0.000022368540,0.000104142200,0.000079941914,0.000046279314,119
MagpieData mode NsUnfilled,Unfilled orbitals (comp),0.000011284384,0.000021872464,0.000038135444,0.000098316457,0.000042245298,0.000042370808,0.000033669043,120
MagpieData mode NfUnfilled,Unfilled orbitals (comp),0.000000000000,0.000000000000,0.000002176803,0.000021753960,0.000134108428,0.000031607837,0.000058025355,121
MagpieData mode Row,Atomic size (comp),0.000045205354,0.000047706493,0.000000000000,0.000000000000,0.000028384884,0.000024259347,0.000023358914,122
MagpieData mode NfValence,d/p electron count (comp),0.000000000000,0.000000000000,0.000037751139,0.000000000000,0.000083270330,0.000024204293,0.000036843783,123
MagpieData minimum Row,Atomic size (comp),0.000000000000,0.000000000000,0.000004894758,0.000008274598,0.000000000000,0.000002633871,0.000003799383,124
MagpieData mode NdUnfilled,Unfilled orbitals (comp),0.000001538173,0.000010931869,0.000000000000,0.000000000000,0.000000000000,0.000002494008,0.000004763700,125
MagpieData maximum NsValence,d/p electron count (comp),0.000000000000,0.000001119527,0.000000000000,0.000000000000,0.000006580890,0.000001540083,0.000002859290,126
MagpieData minimum NsUnfilled,Unfilled orbitals (comp),0.000000000000,0.000002824927,0.000000000000,0.000000000000,0.000000000000,0.000000564985,0.000001263346,127
MagpieData minimum NdUnfilled,Unfilled orbitals (comp),0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000361730,0.000000072346,0.000000161771,128
MagpieData minimum NfValence,d/p electron count (comp),0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,129
MagpieData minimum NfUnfilled,Unfilled orbitals (comp),0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,130
MagpieData minimum GSmagmom,Magnetic moment (comp),0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,131
MagpieData mode GSmagmom,Magnetic moment (comp),0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,132
